vid_title,artist_name,lp_name,score,genre,order_of_reviews
Sunn o))) - Kannon ALBUM REVIEW,Sunn o))),Kannon,6,"DRONE METAL, DOOM METAL, DRONE, NOISE",182
Arca - Mutant ALBUM REVIEW,Arca,Mutant,6,"PROGRESSIVE ELECTRONIC, IDM, GLITCH, AMBIENT",181
Freddie Gibbs - Shadow of a Doubt ALBUM REVIEW,Freddie Gibbs,Shadow of a Doubt,7,"TRAP, CLOUD RAP, MOODY HARDCORE HIP HOP",180
Revenge - Behold.Total.Rejection ALBUM REVIEW,Revenge,Behold.Total.Rejection,6,"GRINDCORE, DEATH METAL, NOISE METAL, BLACK METAL, ""WAR METAL""",179
The Garden - Haha ALBUM REVIEW,The Garden,Haha,5,"POST-PUNK, NEO-NEW WAVE FOR STRANGE PEOPLE WITH SENSES OF HUMOR",178
Busdriver - Thumbs ALBUM (MIXTAPE?) REVIEW,Busdriver,Thumbs,6,"ABSTRACT HIP HOP, EXPERIMENTAL HIP HOP, JAZZ RAP, CONSCIOUS HIP HOP",177
Oneohtrix Point Never - Garden of Delete ft. FrankJavCee,Oneohtrix Point Never,Garden of Delete ft. FrankJavCee,8,ABSTRACT ELECTRONIC MUSIC MEANT TO MESS WITH YOUR HEAD AND INSPIRE BEAUTIFUL MENTAL IMAGES,176
Grimes - Art Angels ALBUM REVIEW,Grimes,Art Angels,7,"ELECTROPOP, DANCE POP, ",175
M.E.D. Blu and Madlib - Bad Neighbor ALBUM REVIEW,M.E.D. Blu and Madlib,Bad Neighbor,4,"WEST COAST HIP HOP, LO-FI ABSTRACT HIP HOP",174
Foxing - Dealer ALBUM REVIEW,Foxing,Dealer,3,"POST-ROCK, EMO",173
Kirk Knight - Late Knight Special ALBUM REVIEW,Kirk Knight,Late Knight Special,5,"EAST COAST HIP HOP, HARDCORE HIP HOP, BOOM BAP, JAZZ RAP",172
Joanna Newsom - Divers ALBUM REVIEW,Joanna Newsom,Divers,8,"BAROQUE FOLK, INDIE FOLK, ART POP, PROGRESSIVE POP, SINGER-SONGWRITER",171
The Game - The Documentary 2.5 ALBUM REVIEW,The Game,The Documentary 2.5,8,"HARDCORE HIP HOP, GANSTA RAP, WEST COAST HIP HOP, G FUNK",170
Deerhunter - Fading Frontier ALBUM REVIEW,Deerhunter,Fading Frontier,6,"INDIE ROCK, SHOEGAZE, SYNTH POP, JANGLE POP, DREAM POP",169
Neon Indian - VEGA INTL. Night School ALBUM REVIEW,Neon Indian,VEGA INTL. Night School,7,"SYNTH POP, SYNTH FUNK",168
CHVRCHES - Every Open Eye ALBUM REVIEW,CHVRCHES,Every Open Eye,5,"SYNTH POP, ELECTROPOP",167
Alex G - Beach Music ALBUM REVIEW,Alex G,Beach Music,6,"SINGER-SONGWRITER, LO-FI INDIE, INDIE ROCK",166
The Game - The Documentary 2 ALBUM REVIEW ft. Luke James,The Game,The Documentary 2 ft. Luke James,6,"GANGSTA RAP, POP RAP, HARDCORE HIP HOP, WEST COAST HIP HOP",165
Loma Prieta - Self Portrait ALBUM REVIEW,Loma Prieta,Self Portrait,7,"POST-HARDCORE, SCREAMO, NOISE ROCK",164
Disclosure - Caracal ALBUM REVIEW,Disclosure,Caracal,6,"HOUSE, UK BASS, ALTERNATIVE R&B",163
Fetty Wap - Self-Titled ALBUM REVIEW,Fetty Wap,Self-Titled,5,"TRAP RAP, POP RAP",162
Ought - Sun Coming Down ALBUM REVIEW,Ought,Sun Coming Down,8,"POST-PUNK, ART PUNK, HEART PUNK",161
Drake & Future - What A Time To Be Alive ,Drake & Future,What A Time To Be Alive ,6,"POP RAP, TRAP RAP",160
Lana Del Rey - Honeymoon ALBUM REVIEW,Lana Del Rey,Honeymoon,5,"BAROQUE POP, DREAM POP, VOCAL POP",159
Travis Scott - Rodeo ALBUM REVIEW,Travis Scott,Rodeo,8,"TRAP RAP, SOUTHERN HIP HOP, POP RAP",158
Destroyer - Poison Season ALBUM REVIEW,Destroyer,Poison Season,8,"SINGER-SONGWRITER, ROCK POET MADNESS, BAROQUE POP, SPOKEN WORD, LULLABYES, JAZZ",157
Carly Rae Jepsen - Emotion ALBUM REVIEW,Carly Rae Jepsen,Emotion,7,"POP, DANCE POP, SYNTH POP",156
Beach House - Depression Cherry ALBUM REVIEW,Beach House,Depression Cherry,6,"DREAM POP, INDIE POP, A LIL BIT O' SHOEGAZE",155
Ghost - Meliora ALBUM REVIEW,Ghost,Meliora,9,"HEAVY METAL, PROG ROCK, HARD ROCK, OCCULT SHIT",154
Health - Death Magic ALBUM REVIEW,Health,Death Magic,5,"ELECTROPOP, NOISE POP, DANCE POP",153
FKA twigs - M3LL155X EP REVIEW,FKA twigs,M3LL155X,9,"ART POP, ALTERNATIVE R&B FROM ANOTHER DIMENSION",152
Cattle Decapitation - The Anthropocene Extinction ALBUM REVIEW,Cattle Decapitation,The Anthropocene Extinction,8,"GOREGRIND, DEATHGRIND",151
Chelsea Wolfe - Abyss ALBUM REVIEW,Chelsea Wolfe,Abyss,8,"GOTHIC ROCK, DOOM METAL, DRONEY SHOEGAZEY DARKNESS THAT PERMEATES MY SOUL",150
Lil Dicky - Professional Rapper ALBUM REVIEW,Lil Dicky,Professional Rapper,2,NOVELTY RAP THAT WISHES IT WAS SOMETHING ELSE,149
Lee Scott - Butter Fly ALBUM REVIEW,Lee Scott,Butter Fly,6,"JAZZ RAP, BOOM BAP, UK HIP HOP",148
Pissgrave - Suicide Euphoria ALBUM REVIEW,Pissgrave,Suicide Euphoria,7,"DEATH METAL, DEAD BODIES, NOISE METAL",147
Sleaford Mods - Key Markets ALBUM REVIEW,Sleaford Mods,Key Markets,8,"POST-PUNK, BLOOD-BOILING RANTS",146
Future - DS2 ALBUM REVIEW,Future,DS2,6,"TRAP RAP, SOUTHERN HIP HOP",145
Everything Everything - Get to Heaven ALBUM REVIEW,Everything Everything,Get to Heaven,8,"PROGRESSIVE POP, MATH ROCK, EXPERIMENTAL ROCK, ART POP",144
Tame Impala - Currents ALBUM REVIEW,Tame Impala,Currents,7,"PSYCH POP, SYNTH POP, NEO-PSYCH, DREAM POP, NEO-NEW WAVE",143
The Internet - Ego Death ALBUM REVIEW,The Internet,Ego Death,5,"NEO-SOUL, ALTERNATIVE R&B",142
Refused - Freedom! ALBUM REVIEW,Refused,Freedom!,4,"POST-HARDCORE, HARD ROCK, GLAM ROCK",141
Desaparecidos - Payola ALBUM REVIEW,Desaparecidos,Payola,5,"INDIE ROCK, PUNK ROCK",140
Citizen - Everybody Is Going To Heaven ALBUM REVIEW,Citizen,Everybody Is Going To Heaven,3,"ALTERNATIVE ROCK, EMO, POST-HARDCORE, GRUNGE",139
Czarface - Every Hero Needs A Villain ALBUM REVIEW,Czarface,Every Hero Needs A Villain,8,"HARDCORE HIP HOP, BOOM BAP",138
Vince Staples - Summertime 06 ALBUM REVIEW,Vince Staples,Summertime 06,6,"HARDCORE HIP HOP, WEST COAST HIP HOP, GANGSTA RAP",137
KEN mode - Success ALBUM REVIEW,KEN mode,Success,8,"NOISE ROCK, SLUDGE METAL, POST-HARDCORE",136
mewithoutYOU - Pale Horses ALBUM REVIEW,mewithoutYOU,Pale Horses,5,"INDIE ROCK, POST-HARDCORE",135
Ash Koosha - GUUD ALBUM REVIEW,Ash Koosha,GUUD,8,EXPERIMENTAL FUTURE ELECTRONIC BEAT MUSIC FROM OUT OF THIS WORLD,134
Hudson Mohawke - Lantern ALBUM REVIEW,Hudson Mohawke,Lantern,5,"WONKY, TRAP, PURPLE SOUND, UK BASS, ALTERNATIVE R&B",133
Denzel Curry - 32 Zel / Planet Shrooms ALBUM REVIEW,Denzel Curry,32 Zel / Planet Shrooms,6,SELF-RELEASED,132
High On Fire - Luminiferous ALBUM REVIEW,High On Fire,Luminiferous,8,"STONER METAL, THRASH METAL, SLUDGE METAL",131
Muse - Drones ALBUM REVIEW,Muse,Drones,5,"POP ROCK, HARD ROCK, ALTERNATIVE ROCK",130
Jamie xx - In Colour ALBUM REVIEW,Jamie xx,In Colour,7,"DEEP HOUSE, UK BASS, FUTURE GARAGE",129
Thee Oh Sees - Mutilator Defeated At Last ALBUM REVIEW,Thee Oh Sees,Mutilator Defeated At Last,6,"PSYCH ROCK, NOISE ROCK, GARAGE ROCK",128
Unknown Mortal Orchestra - Multi-Love ALBUM REVIEW,Unknown Mortal Orchestra,Multi-Love,8,"PSYCH POP, LO-FI, PSYCHEDELIC SOUL",127
A$AP Rocky - At. Long. Last. A$AP ALBUM REVIEW,A$AP Rocky,At. Long. Last. A$AP,5,"CLOUD RAP, TRAP RAP, EAST COAST HIP HOP, POP RAP",126
Hop Along - Painted Shut ALBUM REVIEW,Hop Along,Painted Shut,8,"INDIE ROCK, INDIE POP",125
Twenty One Pilots - Blurryface ALBUM REVIEW,Twenty One Pilots,Blurryface,4,"POP, POP RAP, GENTRIFIED REGGAE JAMS, DUBSTEP FUSION",124
Prurient - Frozen Niagara Falls ALBUM REVIEW,Prurient,Frozen Niagara Falls,8,"NOISE, AMBIENT, PROGRESSIVE SYNTH, INDUSTRIAL, POWER ELECTRONICS",123
Jim O'Rourke - Simple Songs ALBUM REVIEW,Jim O'Rourke,Simple Songs,6,"SINGER-SONGWRITER, BAROQUE POP, PIANO ROCK",122
Hiatus Kaiyote - Choose Your Weapon ALBUM REVIEW,Hiatus Kaiyote,Choose Your Weapon,5,NEO-SOUL,121
Kamasi Washington - The Epic ALBUM REVIEW,Kamasi Washington,The Epic,9,"POST-BOP, JAZZ FUSION, SPIRITUAL JAZZ, SOUL JAZZ",120
Yelawolf - Love Story ALBUM REVIEW,Yelawolf,Love Story,3,"CONTEMPORARY COUNTRY, POP RAP",119
Alabama Shakes - Sound & Color ALBUM REVIEW,Alabama Shakes,Sound & Color,8,"SOUTHERN ROCK, SOUL, GARAGE ROCK",118
Young Thug - Barter 6 ALBUM REVIEW,Young Thug,Barter 6,5,"TRAP RAP, CLOUD RAP, POP RAP",117
Dance Gavin Dance - Instant Gratification ALBUM REVIEW,Dance Gavin Dance,Instant Gratification,1,"POST-HARDCORE, MATH ROCK",116
The Mountain Goats - Beat The Champ ALBUM REVIEW,The Mountain Goats,Beat The Champ,8,"INDIE FOLK, SINGER-SONGWRITER",115
Shlohmo - Dark Red ALBUM REVIEW,Shlohmo,Dark Red,6,"TRAP, WONKY, HORROR SYNTH, CLOU RAP (w/no raps), SYNTHETIC GLOOM",114
Young Fathers - White Men Are Black Men Too ALBUM REVIEW,Young Fathers,White Men Are Black Men Too,8,"LO-FI POP, NOISE POP, EXPERIMENTAL HIP HOP, GRIMY SOUL",113
Purity Ring - Another Eternity ALBUM REVIEW,Purity Ring,Another Eternity,4,"SYNTH POP, ELECTROPOP",112
Sufjan Stevens - Carrie & Lowell ALBUM REVIEW,Sufjan Stevens,Carrie & Lowell,7,"SINGER-SONGWRITER, CONTEMPORARY FOLK, INDIE FOLK, CHAMBER FOLK",111
Death Grips - The Powers That B (N****s On the Moon / Jenny Death) ALBUM REVIEW,Death Grips,The Powers That B (N****s On the Moon / Jenny Death),9,"INDUSTRIAL HIP HOP, EXPERIMENTAL HIP HOP, HARDCORE PUNK, PSYCHEDELIC SOUND TERRORISM",110
Kendrick Lamar - To Pimp A Butterfly ALBUM REVIEW,Kendrick Lamar,To Pimp A Butterfly,10,"CONSCIOUS HIP HOP, HARDCORE HIP HOP, JAZZ RAP, ABSTRACT HIP HOP",109
of Montreal - Aureate Gloom ALBUM REVIEW,of Montreal,Aureate Gloom,6,"PSYCHEDELIC ROCK, HARD ROCK, GLAM ROCK, POP ROCK, GARAGE ROCK, INDIE ROCK",108
Clarence Clarity - No Now ALBUM REVIEW,Clarence Clarity,No Now,8,"ALTERNATIVE R&B, GLITCH&B, EXPERIMENTAL POP, PSYCHEDELIC POP",107
Steven Wilson - Hand. Cannot. Erase. ALBUM REVIEW,Steven Wilson,Hand. Cannot. Erase.,6," PROGRESSIVE ROCK, ART ROCK, POP ROCK",106
Fashawn - The Ecology ALBUM REVIEW,Fashawn,The Ecology,5,"POP RAP, HARDCORE HIP HOP, WEST COAST HIP HOP",105
Jeff Rosenstock - We Cool? ALBUM REVIEW ft. Cal Chuchesta,Jeff Rosenstock,We Cool? ft. Cal Chuchesta,8,"POP PUNK, INDIE ROCK, ALT-COUNTRY, SINGER-SONGWRITER",104
The Pop Group - Citizen Zombie ALBUM REVIEW ft Cal Chuchesta,The Pop Group,Citizen Zombie ft Cal Chuchesta,9,"POST-PUNK, EXPERIMENTAL ROCK, ART PUNK, NOISE ROCK",103
THEESatisfaction - EarthEE ALBUM REVIEW,THEESatisfaction,EarthEE,7,"ALTERNATIVE R&B, FUTURISTIC NEO-SOUL, ABSTRACT HIP HOP",102
Adventures - Supersonic Home ALBUM REVIEW,Adventures,Supersonic Home,7,"POWER POP, EMO, INDIE POP, INDIE ROCK, JANGLE POP",101
BADBADNOTGOOD & Ghostface Killah - Sour Soul ALBUM REVIEW,BADBADNOTGOOD & Ghostface Killah,Sour Soul,6,"HARDCORE HIP HOP, JAZZ RAP",100
"Drake - If You're Reading This, It's Too Late ALBUM / ",Drake,"If You're Reading This, It's Too Late ALBUM / ",8,"POP RAP, CONTEMPORARY R&B",99
Zs - Xe ALBUM REVIEW,Zs,Xe,8,"EXPERIMENTAL ROCK, JAZZ ROCK, MINIMALIST ROCK, PSYCH, DRONE, NOISE, AVANT-GARDE",98
Title Fight - Hyperview ALBUM REVIEW,Title Fight,Hyperview,4,"INDIE ROCK, SHOEGAZE, TWANGY DREAM ROCK",97
Björk - Vulnicura ALBUM REVIEW,Björk,Vulnicura,8,"ART POP, CHAMBER POP, GLITCH POP",96
Lupe Fiasco - Tetsuo & Youth ALBUM REVIEW,Lupe Fiasco,Tetsuo & Youth,7,"CONSCIOUS HIP HOP, JAZZ RAP, POP RAP",95
Napalm Death - Apex Predator -- Easy Meat ALBUM REVIEW,Napalm Death,Apex Predator -- Easy Meat,8,"GRINDCORE, DEATHGRIND",94
Joey Bada$$ - B4.DA.$$ ALBUM REVIEW,Joey Bada$$,B4.DA.$$,8,"EAST COAST HIP HOP, HARCORE HIP HOP, JAZZ RAP, BOOM BAP",93
Marilyn Manson - The Pale Emperor ALBUM REVIEW,Marilyn Manson,The Pale Emperor,6,"ALTERNATIVE ROCK, ACOUSTIC ROCK",92
Death Grips - Fashion Week ALBUM REVIEW,Death Grips,Fashion Week,7,"INDUSTRIAL HIP HOP INSTRUMENTALS, IDM, ",91
D'Angelo and The Vanguard - Black Messiah ALBUM REVIEW,D'Angelo and The Vanguard,Black Messiah,8,"R&B, FUNK ROCK, NEO-SOUL, LO-FI PSYCH SOUL",90
OG Maco - OG Maco EP ...,OG Maco,OG Maco EP ...,7,"TRAP RAP, EXPERIMENTAL HIP HOP, CLOUD RAP",89
Foo Fighters - Sonic Highways ALBUM REVIEW,Foo Fighters,Sonic Highways,5,"ALTERNATIVE ROCK, HARD ROCK",88
J. Cole - 2014 Forest Hills Drive ALBUM REVIEW,J. Cole,2014 Forest Hills Drive,6,"HIP HOP, POP RAP, SMOOTH RAP, NOTHING WAS THE SAME-CORE, R&B-ISH",87
Shady XV COMPILATION REVIEW (Disc 1) ft. Steven Francis a.k.a. TheRecordSpins,Various Artists,Shady XV,4,"HARDCORE HIP HOP, POP RAP, HORRORCORE",86
Ariel Pink - Pom Pom ALBUM REVIEW,Ariel Pink,Pom Pom,9,"SYNTH POP, LO-FI, NOISE POP, HARD ROCK, POST-PUNK, NEW WAVE, POST-NOSTALGIA, ABSURDIST POST-MODERNISM",85
iamamiwhoami - Blue ALBUM REVIEW,iamamiwhoami,Blue,6,"SYNTH POP, ELECTROPOP",84
Dean Blunt - Black Metal ALBUM REVIEW,Dean Blunt,Black Metal,8,"ART POP, SINGER-SONGWRITER, NEO-PSYCHEDELIA, ""HYPNAGOGIC POP""",83
Azealia Banks - Broke With Expensive Taste ALBUM REVIEW,Azealia Banks,Broke With Expensive Taste,5,"POP RAP, HIP HOUSE",82
Big K.R.I.T. - Cadillactica ALBUM REVIEW ft. Cal Chuchesta,Big K.R.I.T.,Cadillactica ft. Cal Chuchesta,6,"SOUTHERN HIP HOP, POP RAP",81
Botanist - VI: Flora ALBUM REVIEW,Botanist,VI: Flora,8,"BLACK METAL, BLACKGAZE",80
Royal Blood - Self-Titled ALBUM REVIEW,Royal Blood,Self-Titled,5,"ALTERNATIVE ROCK, HARD ROCK",79
Run the Jewels - Run the Jewels 2 ALBUM REVIEW,Run the Jewels,Run the Jewels 2,8,HARDCORE HIP HOP,78
Logic - Under Pressure ALBUM REVIEW,Logic,Under Pressure,6,"POP RAP, CONSCIOUS HIP HOP",77
Scott Walker + Sunn o))) - Soused ALBUM REVIEW,Scott Walker + Sunn o))),Soused,6,"DRONE METAL, EXPERIMENTAL ROCK, DARK AMBIENT",76
Godflesh - A World Lit Only By Fire ALBUM REVIEW,Godflesh,A World Lit Only By Fire,7,INDUSTRIAL METAL,75
Electric Wizard - Time To Die ALBUM REVIEW,Electric Wizard,Time To Die,5,"SLUDGE METAL, DOOM METAL, STONER ROCK, HEAVY PSYCH",74
Childish Gambino - STN MTN / Kauai,Childish Gambino,STN MTN / Kauai,4,"SOUTHERN HIP HOP, POP RAP, NEW ATLANTA, CONTEMPORARY R&B, POP",73
Flying Lotus - You're Dead ALBUM REVIEW,Flying Lotus,You're Dead,8,"WONKY, FUTURISTIC JAZZ FUSION, IDM, EXPERIMENTAL HIP HOP, NU JAZZ",72
SBTRKT - Wonder Where We Land ALBUM REVIEW,SBTRKT,Wonder Where We Land,5,"ALTERNATIVE R&B, FUTURE GARAGE, ",71
Iceage - Plowing Into the Field of Love ALBUM REVIEW,Iceage,Plowing Into the Field of Love,9,"NOISE ROCK, POST-PUNK, GOTHIC ROCK, DEPRESSING PUNK JAMZ, ROCKABILLY...SORT OF...",70
Shellac - Dude Incredible ALBUM REVIEW,Shellac,Dude Incredible,6,"POST-HARDCORE, MATH ROCK, NOISE ROCK",69
Thom Yorke - Tomorrow's Modern Boxes ALBUM REVIEW,Thom Yorke,Tomorrow's Modern Boxes,6,"ART POP, GLITCH POP, AMBIENT POP, MICROHOUSE",68
Perfume Genius - Too Bright ALBUM REVIEW,Perfume Genius,Too Bright,8,"SINGER-SONGWRITER, ART POP, CHAMBER POP",67
Interpol - El Pintor ALBUM REVIEW,Interpol,El Pintor,6,"POST-PUNK REVIVAL, INDIE ROCK",66
Julian Casablancas + The Voidz - Tyranny ALBUM REVIEW,Julian Casablancas + The Voidz,Tyranny,7,"NOISE POP, ",65
Milo - A Toothpaste Suburb ALBUM REVIEW,Milo,A Toothpaste Suburb,5,"ABSTRACT HIP HOP, EXPERIMENTAL HIP HOP, ",64
Busdriver - Perfect Hair ALBUM REVIEW,Busdriver,Perfect Hair,8,"ART RAP, ABSTRACT HIP HOP, EXPERIMENTAL HIP HOP, CONFOUNDING RAPS, HELLFYRE MAGIC, JAZZ RAP",63
Aphex Twin - Syro ALBUM REVIEW,Aphex Twin,Syro,6,"IDM, DRUM AND BASS, ",62
Banks - Goddess ALBUM REVIEW,Banks,Goddess,5,"ART POP, ALTERNATIVE R&B, NEO-SOUL FROM THE FUTURE",61
NehruvianDOOM - Self-Titled ALBUM REVIEW,NehruvianDOOM,Self-Titled,5,EAST COAST HIP HOP,60
Blonde Redhead - Barragán ALBUM REVIEW,Blonde Redhead,Barragán,6,"INDIE POP, DREAM POP",59
Opeth - Pale Communion ALBUM REVIEW,Opeth,Pale Communion,5,"PROGRESSIVE METAL, PROGRESSIVE ROCK",58
Zammuto - Anchor ALBUM REVIEW,Zammuto,Anchor,6,"FOLKTRONICA, ART POP, ART ROCK",57
Travi$ Scott - Days Before Rodeo ALBUM REVIEW,Travi$ Scott,Days Before Rodeo,3,"SOUTHERN HIP HOP, INTERNET RAPS, TRAP RAP",56
Raury - Indigo Child ALBUM REVIEW,Raury,Indigo Child,4,"INDIE FOLK, HIP HOP",55
Michael Cera - True That ALBUM REVIEW,Michael Cera,True That,5,"INDIE FOLK, QUAINT SOUNDTRACK-WORKY LO-FI INSTRUMENTALS, PIANO CUTENESS",54
FKA Twigs - LP1 ALBUM REVIEW,FKA Twigs,LP1,8,"ART POP, CONTEMPORARY R&B, ALTERNATIVE R&B, WONKY, TRIPPY POP MAGIC FUTURE STUFF",53
Mick Jenkins - The Water[s] ALBUM REVIEW,Mick Jenkins,The Water[s],8,"CONSCIOUS HIP HOP, HARDCORE HIP HOP, CLOUD RAP, WATER RAP",52
Porter Robinson - Worlds ALBUM REVIEW,Porter Robinson,Worlds,5,"EDM, GLISTENING INDIE POP, DREAM POP, CHILLWAVE",51
Spoon - They Want My Soul ALBUM REVIEW,Spoon,They Want My Soul,7,"INDIE ROCK, POP ROCK, ALTERNATIVE ROCK",50
Neil Cicierega - Mouth Sounds / Mouth Silence ALBUM REVIEWS,Neil Cicierega,Mouth Sounds / Mouth SilenceS,8,"MASHUP, PLUNDERPHONICS, SAMPLING INSANITY",49
Shabazz Palaces - Lese Majesty ALBUM REVIEW,Shabazz Palaces,Lese Majesty,5,"EXPERIMENTAL HIP HOP, ABSTRACT HIP HOP, PSYCHEDELIC HIP HOP",48
Panopticon - Roads To The North ALBUM REVIEW,Panopticon,Roads To The North,8,"BLACK METAL, BLUE GRASS, FOLK, FOLK METAL",47
Deadmau5 - While (1 Is Less Than 2) ALBUM REVIEW,Deadmau5,While (1 Is Less Than 2),7,"PROGRESSIVE HOUSE, FIDGET HOUSE, TECH HOUSE, ELECTRO HOUSE, HOUSE, EDM, ",46
Sia - 1000 Forms of Fear ALBUM REVIEW,Sia,1000 Forms of Fear,7,"ELECTROPOP, CONTEMPORARY R&B",45
A Sunny Day In Glasgow - Sea When Absent ALBUM REVIEW,A Sunny Day In Glasgow,Sea When Absent,7,"SHOEGAZE, NOISE POP, TWEE POP",44
Lone - Reality Testing ALBUM REVIEW,Lone,Reality Testing,3,"INSTRUMENTAL HIP HOP, GLITCH HOP, WONKY, HOUSE, IDM",43
ZelooperZ - HELP ,ZelooperZ,HELP ,6,"TRAP RAP, HARDCORE HIP HOP, SCREAM RAPS, MAXIMUM DEATH SWAG, BRUISER",42
Lana Del Rey - Ultraviolence ALBUM REVIEW,Lana Del Rey,Ultraviolence,2,"BAROQUE POP, CHAMBER POP, VINTAGE VOCAL POP",41
Bones - Garbage ,Bones,Garbage ,6,"CLOUD RAP, TRAP RAP, GOTHIC HIP HOP, HORRORCORE",40
Jack White - Lazaretto ALBUM REVIEW,Jack White,Lazaretto,5,"BLUES ROCK, COUNTRY ROCK, GARAGE ROCK",39
Coldplay - Ghost Stories ALBUM REVIEW,Coldplay,Ghost Stories,4,"POP ROCK, DREAM POP, AMBIENT POP, STERILE POP ROCK",38
Eyehategod - Self-Titled ALBUM REVIEW,Eyehategod,Self-Titled,6,"SLUDGE METAL, HARDCORE PUNK, DOOM METAL",37
The Black Keys - Turn Blue ALBUM REVIEW,The Black Keys,Turn Blue,4,"GARAGE ROCK, BLUES ROCK, PSYCHEDELIC ROCK, PSYCH POP, SOUL",36
Mac Miller - Faces ,Mac Miller,Faces ,6,"CLOUD RAP, TRAP RAP, POP RAP, JAZZ RAP",35
Damon Albarn - Everyday Robots ALBUM REVIEW,Damon Albarn,Everyday Robots,5,"SINGER-SONGWRITER, DREARY AND SOFT ELECTRONIC POP TUNES, DOWNTEMPO, GLITCH POP, TRIP HOP, CHORAL POP, ISLAND MUSIC POP MAGIC",34
Andrew Jackson Jihad - Christmas Island ALBUM REVIEW,Andrew Jackson Jihad,Christmas Island,5,"FOLK PUNK, ANTI-FOLK, POP FOLK PUNK GRIMYNESS, EMOTIONAL TRAINWRECK MUSIC",33
BADBADNOTGOOD - III ALBUM REVIEW,BADBADNOTGOOD,III,7,"JAZZ FUSION, ELECTRONIC JAZZ FUSION MAGIC, JAZZ ROCK, POST-BOP, JAZZED UP BANGERS",32
Future - Honest ALBUM REVIEW,Future,Honest,2,"POP RAP, TRAP RAP, UH......R&B....SORTA....",31
Against Me! - Transgender Dysphoria Blues ALBUM REVIEW,Against Me!,Transgender Dysphoria Blues,5,"PUNK ROCK, SINGER-SONGWRITER",30
Silver Mount Zion - Fuck Off Get Free We Pour Light On Everything ALBUM REVIEW,Silver Mount Zion,Fuck Off Get Free We Pour Light On Everything,8,"PSYCHEDELIC SLUDGE OR DOOM WITH STRING ARRANGEMENTS AND DISMAL LYRICS, EXPERIMENTAL ROCK, ""POST-ROCK,"" ART ROCK",29
Nils Frahm - Spaces ALBUM REVIEW,Nils Frahm,Spaces,7,"MODERN CLASSICAL, MINIMALISM, POST-CLASSICAL",28
Freddie Gibbs & Madlib - Piñata ALBUM REVIEW,Freddie Gibbs & Madlib,Piñata,9,"GANGSTA RAP, JAZZ RAP, TRIPPY ""G"" MAGIC",27
La Dispute - The Rooms of the House ALBUM REVIEW,La Dispute,The Rooms of the House,7,"POST-HARDCORE, EMO, SCREAMO",26
Pharrell - G I R L ALBUM REVIEW,Pharrell,G I R L,3,"POP SOUL, POP, R&B, DANCE-POP, FUNK",25
"The Hotelier - Home, Like NoPlace Is There ALBUM REVIEW",The Hotelier,"Home, Like NoPlace Is There",6,"EMO, MIDWEST EMO",24
Lil Herb - Welcome To Fazoland ,Lil Herb,Welcome To Fazoland ,7,"TRAP RAP, DRILL, GANGSTA RAP, HARDCORE HIP HOP",23
Sisyphus - Self-Titled ALBUM REVIEW,Sisyphus,Self-Titled,7,"HIP HOP, POP RAP, ABSTRACT HIP HOP, ART POP, CHAMBER POP, INDIE POP",22
Have A Nice Life - The Unnatural World ALBUM REVIEW,Have A Nice Life,The Unnatural World,8,"POST-PUNK, DRONE, NOISE ROCK, SHOEGAZE, LO-FI INDIE",21
Big Ups - Eighteen Hours of Static ALBUM REVIEW,Big Ups,Eighteen Hours of Static,8,"NOISE ROCK, POST-PUNK, POST-HARDCORE, SATIRICAL HARDCORE",20
Sun Kil Moon - Benji ALBUM REVIEW,Sun Kil Moon,Benji,9,"FOLK, FOLK ROCK, AMERICANA, SINGER-SONGWRITER",19
Isaiah Rashad - Cilvia Demo,Isaiah Rashad,Cilvia Demo,6,"HIP HOP, POP RAP, CONSCIOUS HIP HOP, SOUTHERN RAP",18
Angel Olsen - Burn Your Fire For No Witness ALBUM REVIEW,Angel Olsen,Burn Your Fire For No Witness,5,"FOLK ROCK, GARAGE ROCK, SINGER-SONGWRITER, FOLK",17
Xiu Xiu - Angel Guts: Red Classroom ALBUM REVIEW,Xiu Xiu,Angel Guts: Red Classroom,7,"POST-PUNK, EXPERIMENTAL ROCK, ART PUNK, SYNTH PUNK",16
Glitch Mob - Love Death Immortality ALBUM REVIEW,Glitch Mob,Love Death Immortality,3,"DUBSTEP, ELECTRO, DANCE-POP",15
Step Brothers - Lord Steppington ALBUM REVIEW ,Step Brothers,Lord Steppington,8,HARDCORE HIP HOP,14
Behemoth - The Satanist ALBUM REVIEW,Behemoth,The Satanist,9,NUCLEAR BLAST,13
Actress - Ghettoville ALBUM REVIEW,Actress,Ghettoville,8,"IDM, MICRO HOUSE, MINIMAL TECHNO, VAPORWAVE, EXPERIMENTAL ELECTRONICS, SONIC SPELUNKING",12
Have A Nice Life - The Unnatural World ALBUM REVIEW,Have A Nice Life,The Unnatural World,8,"POST-PUNK, DRONE, NOISE ROCK, SHOEGAZE, LO-FI INDIE",11
Indian - From All Purity ALBUM REVIEW,Indian,From All Purity,8,"SLUDGE METAL, DOOM METAL, NOISE METAL HARSHNESS FROM HELL",10
Gesaffelstein - Aleph ALBUM REVIEW,Gesaffelstein,Aleph,5,"TECH HOUSE, TECHNO, ASSEMBLY LINE TERRORS",9
